Name,ID,Title,Collection,Original Collection,Total Stories,Total Folios,Total Pages,Century,Date Range Start,Date Range End,Date Note,Provenance,Link,Notes
C-Veroli (BGV) 53,53,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 54,54,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 55,55,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 56,56,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 57,57,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 58,58,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 59,59,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 6,6,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 60,60,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 61,61,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 62,62,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 63,63,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 65,65,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 66,66,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 67,67,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 68,68,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 69,69,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 7,7,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 70,70,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 71,71,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 72,72,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 73,73,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 74,74,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 75,75,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 76,76,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 77,77,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 78,78,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 79,79,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 8,8,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 80,80,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 81,81,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 82,82,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 83,83,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 84,84,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 85,85,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 86,86,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 87,87,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 88,88,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 89,89,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 9,9,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 90,90,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 91,91,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 92,92,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 93,93,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 94,94,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 95,95,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 96,96,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 97,97,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 98,98,,C-Veroli (BGV),,1,,,,,,,,,
C-Veroli (BGV) 99,99,,C-Veroli (BGV),,1,,,,,,,,,
G-Milan (BAM) 2,2,,G-Milan (BAM),,1,,,,,,,,,
G-Vatican (BAV) 117,117,,G-Vatican (BAV),,13,,,,,,,,,
G-Vatican (BAV) 12,12,,G-Vatican (BAV),,4,,,,,,,,,
G-Vatican (BAV) 144,144,,G-Vatican (BAV),,1,,,,,,,,,
G-Vatican (BAV) 146,146,,G-Vatican (BAV),,1,,,,,,,,,
G-Vatican (BAV) 238,238,,G-Vatican (BAV),,1,,,,,,,,,
G-Vatican (BAV) 29,29,,G-Vatican (BAV),,6,,,,,,,,,
G-Vatican (BAV) 43,43,,G-Vatican (BAV),,6,,,,,,,,,
G-Vatican (BAV) 69,69,,G-Vatican (BAV),,3,,,,,,,,,
G-Vatican (BAV) 73,73,,G-Vatican (BAV),,7,,,,,,,,,
G-Vatican (BAV) 8,8,,G-Vatican (BAV),,18,,,,,,,,,
G-Vatican (BAV) 92,92,,G-Vatican (BAV),,4,,,,,,,,,
H-Berlin (BS) 127,127,,H-Berlin (BS),,2,,,,,,,,,
H-Berlin (BS) 129,129,,H-Berlin (BS),,1,,,,,,,,,
H-Berlin (BS) 15,15,,H-Berlin (BS),,1,,,,,,,,,
H-Berlin (BS) 157,157,,H-Berlin (BS),,3,,,,,,,,,
H-Berlin (BS) 158,158,,H-Berlin (BS),,1,,,,,,,,,
H-Berlin (BS) 22,22,,H-Berlin (BS),,3,,,,,,,,,
H-Berlin (BS) 42,42,,H-Berlin (BS),,13,,,,,,,,,
H-Berlin (BS) 50,50,,H-Berlin (BS),,1,,,,,,,,,
H-Berlin (BS) 59,59,,H-Berlin (BS),,66,,,,,,,,,
H-Berlin (BS) 74,74,,H-Berlin (BS),,1,,,,,,,,,
L-Uppsala (UU) 30,30,,L-Uppsala (UU),,113,,,,,,,,,
L-Uppsala (UU) 31,31,,L-Uppsala (UU),,9,,,,,,,,,
L-Uppsala (UU) 32,32,,L-Uppsala (UU),,11,,,,,,,,,
PEM (PUL) 20,20,,PEM (PUL),,57,,,,,,,,,
PEM (PUL) 23,23,,PEM (PUL),,5,,,,,,,,,
PEM (PUL) 37,37,,PEM (PUL),,1,,,,,,,,,
PEM (PUL) 41,41,,PEM (PUL),,91,,,,,,,,,
PEM (PUL) 43,43,,PEM (PUL),,46,,,,,,,,,
PEM (PUL) 46,46,,PEM (PUL),,94,,,,,,,,,
PEM (PUL) 47,47,,PEM (PUL),,40,,,,,,,,,
PEM (PUL) 8,8,,PEM (PUL),,20,,,,,,,,,
S-Rome (ANL) 23,23,,S-Rome (ANL),,65,,,,,,,,,
S-Rome (ANL) 43,43,,S-Rome (ANL),,5,,,,,,,,,
S-Rome (ANL) 60,60,,S-Rome (ANL),,1,,,,,,,,,
S-Rome (ANL) 76,76,,S-Rome (ANL),,3,,,,,,,,,
S-Rome (ANL) 83,83,,S-Rome (ANL),,1,,,,,,,,,
S-London (BL) 14,14,,S-London (BL),,1,,,,,,,,,
S-London (BL) 15,15,,S-London (BL),,9,,,,,,,,,
S-London (BL) 17,17,,S-London (BL),,9,,,,,,,,,
S-London (BL) 28,28,,S-London (BL),,1,,,,,,,,,
S-London (BL) 32,32,,S-London (BL),,27,,,,,,,,,
S-London (BL) 35,35,,S-London (BL),,1,,,,,,,,,
S-London (BL) 39,39,,S-London (BL),,4,,,,,,,,,
S-London (BL) 83,83,,S-London (BL),,1,,,,,,,,,
S-Paris (BN) 381,381,,S-Paris (BN),,1,,,,,,,,,
M-SWE (SWE) 15,15,,M-SWE (SWE),,9,,,,,,,,,
VL-Vatican (BAV) 267,267,,VL-Vatican (BAV),,116,,,,,,,,,
VL-Vatican (BAV) 272,272,,VL-Vatican (BAV),,88,,,,,,,,,
VL-Vatican (BAV) 29,29,,VL-Vatican (BAV),,1,,,,,,,,,
VL-Vatican (BAV) 298,298,,VL-Vatican (BAV),,187,,,,,,,,,
W-London (BM) 15,15,,W-London (BM),,1,,,,,,,,,
W-London (BM) 77,77,,W-London (BM),,65,,,,,,,,,
Z-Paris (BN) 2,2,,Z-Paris (BN),,0,,,,,,,,,
Z-Paris (BN) 22,22,,Z-Paris (BN),,4,,,,,,,,,
Z-Paris (BN) 53,53,,Z-Paris (BN),,10,,,,,,,,,
Z-Paris (BN) 60,60,,Z-Paris (BN),,173,,,,,,,,,
Z-Paris (BN) 61,61,,Z-Paris (BN),,3,,,,,,,,,
Z-Paris (BN) 62,62,,Z-Paris (BN),,61,,,,,,,,,
Z-Paris (BN) 63,63,,Z-Paris (BN),,1,,,,,,,,,
